Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Tissue
SRR5355605,ATAC-seq,152,10154664,PRJNA379613,SAMN06616006,3761827,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651830,GSM2542538,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542538,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355606,ATAC-seq,152,47189616,PRJNA379613,SAMN06616007,17550807,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651831,GSM2542539,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542539,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355607,ATAC-seq,152,9352864,PRJNA379613,SAMN06615793,3144421,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651832,GSM2542540,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542540,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355608,ATAC-seq,152,6919040,PRJNA379613,SAMN06615795,2522474,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651833,GSM2542541,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542541,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355609,ATAC-seq,152,6979992,PRJNA379613,SAMN06615794,2102362,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651834,GSM2542542,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542542,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355610,ATAC-seq,152,41352664,PRJNA379613,SAMN06615796,15368396,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651835,GSM2542543,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542543,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355611,ATAC-seq,152,18317520,PRJNA379613,SAMN06615798,6929352,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651836,GSM2542544,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542544,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355612,ATAC-seq,152,64738168,PRJNA379613,SAMN06615799,23867974,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651837,GSM2542545,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542545,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355613,ATAC-seq,152,63496784,PRJNA379613,SAMN06615800,23517289,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651838,GSM2542546,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542546,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355614,ATAC-seq,152,16752832,PRJNA379613,SAMN06614805,6387478,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651839,GSM2542547,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542547,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355615,ATAC-seq,152,21094256,PRJNA379613,SAMN06614806,7695361,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651840,GSM2542548,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542548,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355616,ATAC-seq,152,61463632,PRJNA379613,SAMN06615508,22791377,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651841,GSM2542549,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542549,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355617,ATAC-seq,152,9991720,PRJNA379613,SAMN06615509,3751238,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651842,GSM2542550,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542550,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355618,ATAC-seq,152,45959328,PRJNA379613,SAMN06615774,17012791,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651843,GSM2542551,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542551,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355619,ATAC-seq,152,18066872,PRJNA379613,SAMN06615775,6674625,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651844,GSM2542552,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542552,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355620,ATAC-seq,152,5983176,PRJNA379613,SAMN06615776,2202183,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651845,GSM2542553,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542553,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355621,ATAC-seq,152,34313088,PRJNA379613,SAMN06615779,12769251,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651846,GSM2542554,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542554,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355622,ATAC-seq,152,45290984,PRJNA379613,SAMN06615778,16711367,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651847,GSM2542555,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542555,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355623,ATAC-seq,152,6954760,PRJNA379613,SAMN06615777,2576142,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651848,GSM2542556,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542556,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355624,ATAC-seq,152,32978528,PRJNA379613,SAMN06615658,12205997,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651849,GSM2542557,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542557,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355625,ATAC-seq,152,30092960,PRJNA379613,SAMN06615659,11198129,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651850,GSM2542558,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542558,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355626,ATAC-seq,152,6290064,PRJNA379613,SAMN06616003,2519103,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651851,GSM2542559,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542559,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355627,ATAC-seq,152,22856544,PRJNA379613,SAMN06616002,8346784,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651852,GSM2542560,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542560,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355628,ATAC-seq,152,31937936,PRJNA379613,SAMN06615733,12307615,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651853,GSM2542561,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542561,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355629,ATAC-seq,152,10568408,PRJNA379613,SAMN06615732,3983545,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651854,GSM2542562,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542562,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355630,ATAC-seq,152,64516248,PRJNA379613,SAMN06615731,24647250,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651855,GSM2542563,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542563,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355631,ATAC-seq,152,5111912,PRJNA379613,SAMN06615730,1795234,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651856,GSM2542564,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542564,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355632,ATAC-seq,152,4545712,PRJNA379613,SAMN06615729,1693353,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651857,GSM2542565,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542565,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355633,ATAC-seq,152,18458880,PRJNA379613,SAMN06615728,7073272,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651858,GSM2542566,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542566,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355634,ATAC-seq,152,19927960,PRJNA379613,SAMN06615727,7733845,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651859,GSM2542567,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542567,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355635,ATAC-seq,152,32875472,PRJNA379613,SAMN06615726,12756642,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651860,GSM2542568,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542568,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355636,ATAC-seq,152,7209664,PRJNA379613,SAMN06615725,2592669,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651861,GSM2542569,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542569,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355637,ATAC-seq,152,31073968,PRJNA379613,SAMN06615724,12035381,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651862,GSM2542570,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542570,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355638,ATAC-seq,152,24204328,PRJNA379613,SAMN06615723,9371467,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651863,GSM2542571,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542571,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355639,ATAC-seq,152,24962808,PRJNA379613,SAMN06615722,9469579,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651864,GSM2542572,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542572,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355640,ATAC-seq,152,14327672,PRJNA379613,SAMN06615721,5216228,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651865,GSM2542573,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542573,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355641,ATAC-seq,152,16265520,PRJNA379613,SAMN06615720,6125960,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651866,GSM2542574,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542574,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355642,ATAC-seq,152,55958952,PRJNA379613,SAMN06616023,20873143,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651867,GSM2542575,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542575,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355643,ATAC-seq,152,8122880,PRJNA379613,SAMN06616022,2789979,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651868,GSM2542576,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542576,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355644,ATAC-seq,152,19909568,PRJNA379613,SAMN06616021,7799284,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651869,GSM2542577,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542577,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355645,ATAC-seq,152,40788744,PRJNA379613,SAMN06616020,15085111,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651870,GSM2542578,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542578,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355646,ATAC-seq,152,35304432,PRJNA379613,SAMN06616019,13288221,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651871,GSM2542579,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542579,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355647,ATAC-seq,152,65005688,PRJNA379613,SAMN06616018,24023657,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651872,GSM2542580,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542580,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355648,ATAC-seq,152,6422456,PRJNA379613,SAMN06616017,2170879,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651873,GSM2542581,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542581,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355649,ATAC-seq,152,15754800,PRJNA379613,SAMN06616016,5956925,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651874,GSM2542582,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542582,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355650,ATAC-seq,152,9391472,PRJNA379613,SAMN06616015,3651656,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651875,GSM2542583,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542583,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355651,ATAC-seq,152,8410464,PRJNA379613,SAMN06616014,2990244,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651876,GSM2542584,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542584,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355652,ATAC-seq,152,57108224,PRJNA379613,SAMN06616013,21186023,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651877,GSM2542585,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542585,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355653,ATAC-seq,152,18601456,PRJNA379613,SAMN06616012,6965783,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651878,GSM2542586,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542586,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355654,ATAC-seq,152,72118984,PRJNA379613,SAMN06616011,26623691,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651879,GSM2542587,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542587,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355655,ATAC-seq,152,52595952,PRJNA379613,SAMN06616010,19674679,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651880,GSM2542588,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542588,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355656,ATAC-seq,152,22782368,PRJNA379613,SAMN06616009,8945971,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651881,GSM2542589,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542589,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355657,ATAC-seq,152,29122440,PRJNA379613,SAMN06616008,10793475,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651882,GSM2542590,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542590,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355658,ATAC-seq,152,18286056,PRJNA379613,SAMN06615284,6807988,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651883,GSM2542591,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542591,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355659,ATAC-seq,152,7163304,PRJNA379613,SAMN06615283,2741917,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651884,GSM2542592,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542592,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355660,ATAC-seq,152,5997768,PRJNA379613,SAMN06615282,2053461,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651885,GSM2542593,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542593,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355661,ATAC-seq,152,45051888,PRJNA379613,SAMN06615281,16818272,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651886,GSM2542594,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542594,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355662,ATAC-seq,152,27539360,PRJNA379613,SAMN06615280,10264477,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651887,GSM2542595,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542595,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355663,ATAC-seq,152,83299648,PRJNA379613,SAMN06615279,30709403,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651888,GSM2542596,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542596,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355664,ATAC-seq,152,6942296,PRJNA379613,SAMN06615273,2433104,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651889,GSM2542597,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542597,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355665,ATAC-seq,152,19097736,PRJNA379613,SAMN06615278,7113287,pDC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651890,GSM2542598,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542598,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355666,ATAC-seq,152,32465984,PRJNA379613,SAMN06615277,12000537,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651891,GSM2542599,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542599,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355667,ATAC-seq,152,53312936,PRJNA379613,SAMN06615276,19810499,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651892,GSM2542600,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542600,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355668,ATAC-seq,152,16427704,PRJNA379613,SAMN06615275,6424104,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651893,GSM2542601,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542601,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355669,ATAC-seq,152,17334840,PRJNA379613,SAMN06615274,6305310,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651894,GSM2542602,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542602,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355670,ATAC-seq,152,56314784,PRJNA379613,SAMN06615272,20818348,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651895,GSM2542603,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542603,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355671,ATAC-seq,152,28180496,PRJNA379613,SAMN06615271,10565694,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651896,GSM2542604,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542604,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5355672,ATAC-seq,152,88261080,PRJNA379613,SAMN06615270,32252532,pDC,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2651897,GSM2542605,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2542605,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
