Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM2542578,"singles-160818-BM1137-pDC-LS-66","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651870",SRX2651870,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542579,"singles-160818-BM1137-pDC-LS-67","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651871",SRX2651871,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542580,"singles-160818-BM1137-pDC-LS-68","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651872",SRX2651872,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542581,"singles-160818-BM1137-pDC-LS-69","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651873",SRX2651873,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542582,"singles-160818-BM1137-pDC-LS-70","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651874",SRX2651874,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542583,"singles-160818-BM1137-pDC-LS-71","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651875",SRX2651875,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542584,"singles-160818-BM1137-pDC-LS-72","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651876",SRX2651876,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542585,"singles-160818-BM1137-pDC-LS-73","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651877",SRX2651877,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542586,"singles-160818-BM1137-pDC-LS-74","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651878",SRX2651878,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542587,"singles-160818-BM1137-pDC-LS-75","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651879",SRX2651879,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542588,"singles-160818-BM1137-pDC-LS-76","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651880",SRX2651880,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542589,"singles-160818-BM1137-pDC-LS-77","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651881",SRX2651881,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542590,"singles-160818-BM1137-pDC-LS-78","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651882",SRX2651882,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542591,"singles-160818-BM1137-pDC-LS-79","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651883",SRX2651883,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542592,"singles-160818-BM1137-pDC-LS-80","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651884",SRX2651884,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542593,"singles-160818-BM1137-pDC-LS-81","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651885",SRX2651885,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542594,"singles-160818-BM1137-pDC-LS-82","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651886",SRX2651886,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542595,"singles-160818-BM1137-pDC-LS-83","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651887",SRX2651887,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542596,"singles-160818-BM1137-pDC-LS-84","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651888",SRX2651888,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542597,"singles-160818-BM1137-pDC-LS-85","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651889",SRX2651889,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542598,"singles-160818-BM1137-pDC-LS-86","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651890",SRX2651890,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542599,"singles-160818-BM1137-pDC-LS-87","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651891",SRX2651891,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542600,"singles-160818-BM1137-pDC-LS-88","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651892",SRX2651892,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542601,"singles-160818-BM1137-pDC-LS-89","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651893",SRX2651893,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542602,"singles-160818-BM1137-pDC-LS-90","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651894",SRX2651894,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542603,"singles-160818-BM1137-pDC-LS-91","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651895",SRX2651895,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542604,"singles-160818-BM1137-pDC-LS-92","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651896",SRX2651896,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542605,"singles-160818-BM1137-pDC-LS-93","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651897",SRX2651897,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542606,"singles-160818-BM1137-pDC-LS-94","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651898",SRX2651898,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542607,"singles-160818-BM1137-pDC-LS-95","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651899",SRX2651899,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542608,"singles-160818-BM1137-pDC-LS-96","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651900",SRX2651900,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542609,"singles-BM1214-MCP-frozen-160128-1","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651901",SRX2651901,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542610,"singles-BM1214-MCP-frozen-160128-2","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651902",SRX2651902,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542611,"singles-BM1214-MCP-frozen-160128-3","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651903",SRX2651903,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542612,"singles-BM1214-MCP-frozen-160128-4","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651904",SRX2651904,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542613,"singles-BM1214-MCP-frozen-160128-5","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651905",SRX2651905,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542614,"singles-BM1214-MCP-frozen-160128-6","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651906",SRX2651906,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542615,"singles-BM1214-MCP-frozen-160128-7","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651907",SRX2651907,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542616,"singles-BM1214-MCP-frozen-160128-8","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651908",SRX2651908,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542617,"singles-BM1214-MCP-frozen-160128-9","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651909",SRX2651909,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542618,"singles-BM1214-MCP-frozen-160128-10","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651910",SRX2651910,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542619,"singles-BM1214-MCP-frozen-160128-11","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651911",SRX2651911,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542620,"singles-BM1214-MCP-frozen-160128-12","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651912",SRX2651912,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542621,"singles-BM1214-MCP-frozen-160128-13","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651913",SRX2651913,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542622,"singles-BM1214-MCP-frozen-160128-14","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651914",SRX2651914,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542623,"singles-BM1214-MCP-frozen-160128-15","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651915",SRX2651915,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542624,"singles-BM1214-MCP-frozen-160128-16","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651916",SRX2651916,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542625,"singles-BM1214-MCP-frozen-160128-17","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651917",SRX2651917,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542626,"singles-BM1214-MCP-frozen-160128-18","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651918",SRX2651918,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542627,"singles-BM1214-MCP-frozen-160128-19","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651919",SRX2651919,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542628,"singles-BM1214-MCP-frozen-160128-20","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651920",SRX2651920,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542629,"singles-BM1214-MCP-frozen-160128-21","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651921",SRX2651921,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542630,"singles-BM1214-MCP-frozen-160128-22","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651922",SRX2651922,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542631,"singles-BM1214-MCP-frozen-160128-23","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651923",SRX2651923,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542632,"singles-BM1214-MCP-frozen-160128-24","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651924",SRX2651924,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542633,"singles-BM1214-MCP-frozen-160128-25","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651925",SRX2651925,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542634,"singles-BM1214-MCP-frozen-160128-26","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651926",SRX2651926,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542635,"singles-BM1214-MCP-frozen-160128-27","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651927",SRX2651927,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542636,"singles-BM1214-MCP-frozen-160128-28","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651928",SRX2651928,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542637,"singles-BM1214-MCP-frozen-160128-29","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651929",SRX2651929,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542638,"singles-BM1214-MCP-frozen-160128-30","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651930",SRX2651930,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542639,"singles-BM1214-MCP-frozen-160128-31","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651931",SRX2651931,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542640,"singles-BM1214-MCP-frozen-160128-32","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651932",SRX2651932,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542641,"singles-BM1214-MCP-frozen-160128-33","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651933",SRX2651933,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542642,"singles-BM1214-MCP-frozen-160128-34","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651934",SRX2651934,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542643,"singles-BM1214-MCP-frozen-160128-35","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651935",SRX2651935,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542644,"singles-BM1214-MCP-frozen-160128-36","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651936",SRX2651936,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542645,"singles-BM1214-MCP-frozen-160128-37","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651937",SRX2651937,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542646,"singles-BM1214-MCP-frozen-160128-38","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651938",SRX2651938,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542647,"singles-BM1214-MCP-frozen-160128-39","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651939",SRX2651939,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542648,"singles-BM1214-MCP-frozen-160128-40","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651940",SRX2651940,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542649,"singles-BM1214-MCP-frozen-160128-41","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651941",SRX2651941,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542650,"singles-BM1214-MCP-frozen-160128-42","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651942",SRX2651942,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542651,"singles-BM1214-MCP-frozen-160128-43","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651943",SRX2651943,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542652,"singles-BM1214-MCP-frozen-160128-44","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651944",SRX2651944,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542653,"singles-BM1214-MCP-frozen-160128-45","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651945",SRX2651945,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542654,"singles-BM1214-MCP-frozen-160128-46","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651946",SRX2651946,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542655,"singles-BM1214-MCP-frozen-160128-47","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651947",SRX2651947,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542656,"singles-BM1214-MCP-frozen-160128-48","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651948",SRX2651948,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542657,"singles-BM1214-MCP-frozen-160128-49","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651949",SRX2651949,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542658,"singles-BM1214-MCP-frozen-160128-50","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651950",SRX2651950,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542659,"singles-BM1214-MCP-frozen-160128-51","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651951",SRX2651951,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542660,"singles-BM1214-MCP-frozen-160128-52","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651952",SRX2651952,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542661,"singles-BM1214-MCP-frozen-160128-53","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651953",SRX2651953,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542662,"singles-BM1214-MCP-frozen-160128-54","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651954",SRX2651954,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542663,"singles-BM1214-MCP-frozen-160128-55","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651955",SRX2651955,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542664,"singles-BM1214-MCP-frozen-160128-56","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651956",SRX2651956,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542665,"singles-BM1214-MCP-frozen-160128-57","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651957",SRX2651957,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542666,"singles-BM1214-MCP-frozen-160128-58","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651958",SRX2651958,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542667,"singles-BM1214-MCP-frozen-160128-59","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651959",SRX2651959,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542668,"singles-BM1214-MCP-frozen-160128-60","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651960",SRX2651960,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542669,"singles-BM1214-MCP-frozen-160128-61","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651961",SRX2651961,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542670,"singles-BM1214-MCP-frozen-160128-62","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651962",SRX2651962,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542671,"singles-BM1214-MCP-frozen-160128-63","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651963",SRX2651963,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542672,"singles-BM1214-MCP-frozen-160128-64","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651964",SRX2651964,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542673,"singles-BM1214-MCP-frozen-160128-65","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651965",SRX2651965,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542674,"singles-BM1214-MCP-frozen-160128-66","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651966",SRX2651966,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542675,"singles-BM1214-MCP-frozen-160128-67","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651967",SRX2651967,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2542676,"singles-BM1214-MCP-frozen-160128-68","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2651968",SRX2651968,"Jason Daniel Buenrostro","Apr 26, 2018"
